date,Production_Line,Wk_Planned_Gain_Hours,Wk_Planned_HC,Wk_Volume,Shift
2/5/2020,DECO-C35            ,73.7625,10,2175,1
2/5/2020,F10-C19             ,65.66,8,3218,1
2/5/2020,F10MTS-C20          ,0,0,0,1
2/5/2020,F10MTS-C27          ,65.66,8,3218,1
2/5/2020,F40-C23             ,62.16,8,2600,1
2/5/2020,F40-C25             ,0,0,0,1
2/5/2020,F40-C26             ,0,0,0,1
2/5/2020,F40-C26             ,53.28,8,2241,2
2/5/2020,F40-C32             ,62.16,8,2600,1
2/5/2020,F51-C15             ,0,0,0,1
2/5/2020,F51-C22             ,61.04,8,2631,1
2/5/2020,F51-C30             ,61.04,8,2631,1
2/5/2020,FCUST-C28           ,8.8,1,342,1
2/5/2020,FCUST-C29           ,23.9,3,609,1
2/5/2020,F170-C16            ,44.1,6,3497,1
2/5/2020,COM-DEN-43          ,8.7,1,165,1
2/5/2020,COM-DEN-43          ,7.5,1,150,2
2/6/2020,FL FUS X            ,2,1,22,1
2/6/2020,FL FUS X            ,0,0,0,2
2/6/2020,FL TRU              ,37.7,5,356,1
2/6/2020,FL TRU              ,0,0,0,2
2/6/2020,SL FUSION           ,50.8,5,1183,1
2/6/2020,SL FUSION           ,0,0,0,2
2/6/2020,SH2 LOCK            ,16.3,2,229,1
2/6/2020,SH2 LOCK            ,0,0,0,2
2/6/2020,ND LOCK             ,74,10,1575,1
2/6/2020,ND LOCK             ,0,0,0,2
2/6/2020,FL MA LOCK          ,5.9,1,140,1
2/6/2020,FL MA LOCK          ,0,0,0,2
2/6/2020,L LOCK              ,80.6,12,1348,1
2/6/2020,L LOCK              ,0,0,0,2
2/6/2020,FL FUS INC          ,27.9,3,551,1
2/6/2020,FL FUSION           ,18.6,2,628,1
2/6/2020,FL FUS INC          ,0,0,0,2
2/6/2020,FL FUSION           ,0,0,0,2
2/6/2020,AL LOCK             ,77.8,9,1539,1
2/6/2020,AL LOCK             ,0,0,0,2
2/6/2020,ADCOASSYC1          ,10.42,1,1000,1
2/6/2020,ADCOASSYC1          ,9,1,418,2
2/6/2020,A LOCK              ,17.4,2,246,1
2/6/2020,A LOCK              ,0,0,0,2
2/6/2020,BSLCK-C13           ,54.78,8,1838,2
2/6/2020,BSLCK-C17           ,41.085,6,1065,2
2/6/2020,FB-C21              ,91.65,13,1850,2
2/6/2020,FB-C37              ,0,0,0,2
2/6/2020,FG-C10              ,81.9,13,1103,2
2/6/2020,FG-C18              ,21.6,4,524,2
2/6/2020,FG-C188             ,0,0,0,2
2/6/2020,FGRIP-C11           ,0,0,0,2
2/6/2020,HIOC-C34            ,0,0,0,2
2/6/2020,FB-C21              ,106.925,13,2146,1
2/6/2020,FB-C37              ,0,0,0,1
2/6/2020,FG-C10              ,95.55,13,1279,1
2/6/2020,FG-C18              ,25.2,4,608,1
2/6/2020,FG-C188             ,15,0,0,1
2/6/2020,FGRIP-C11           ,93.45,12,1279,1
2/6/2020,HIOC-C34            ,15.925,2,138,1
2/6/2020,BSLCK-C13           ,63.91,8,2132,1
2/6/2020,BSLCK-C17           ,63.91,8,2132,1
2/6/2020,CONTROL-C2          ,50,6,461,1
2/6/2020,DENALI-C36          ,0,0,0,1
2/6/2020,DENALI-C39          ,134.8,14,1000,1
2/6/2020,NEXIA-C3            ,0,0,0,1
2/6/2020,TOUCH-C12           ,104.65,13,721,1
2/6/2020,TOUCH-C14           ,0,0,0,1
2/6/2020,CONNECTC31          ,62.1,9,713,2
2/6/2020,CONTROL-C2          ,42.75,6,398,2
2/6/2020,DENALI-C36          ,0,0,0,2
2/6/2020,DENALI-C39          ,0,0,0,2
2/6/2020,KPD-L-C7            ,62.775,9,570,2
2/6/2020,KPD-L-C8            ,62.775,9,668,2
2/6/2020,KPL-C4              ,74.25,11,743,2
2/6/2020,KPL-C6              ,0,0,0,2
2/6/2020,NEXIA-C3            ,0,0,0,2
2/6/2020,SENSE-C9            ,0,0,0,2
2/6/2020,TOUCH-C12           ,89.7,13,593,2
2/6/2020,TOUCH-C14           ,0,0,0,2
2/6/2020,ZIGBEE-C38          ,0,0,0,2
2/6/2020,CONNECTC31          ,74.025,9,827,1
2/6/2020,KPD-L-C7            ,73.2375,9,661,1
2/6/2020,KPD-L-C8            ,73.2375,9,748,1
2/6/2020,KPL-C4              ,86.625,11,861,1
2/6/2020,KPL-C6              ,86.625,11,861,1
2/6/2020,SENSE-C9            ,0,0,0,1
2/6/2020,ZIGBEE-C38          ,8.75,1,69,1
2/6/2020,NDE/LE LOC          ,12.4,2,105,1
2/6/2020,NDE/LE LOC          ,0,0,0,2
2/6/2020,ADCO-C1             ,68.5,8,239,1
2/6/2020,ADCO-C1             ,0,0,0,2
2/6/2020,DECO-C24            ,63.225,10,1875,2
2/6/2020,DECO-C35            ,0,0,0,2
2/6/2020,F10-C19             ,56.28,8,2774,2
2/6/2020,F10MTS-C20          ,56.28,8,2774,2
2/6/2020,F10MTS-C27          ,56.28,8,2774,2
2/6/2020,F170-C16            ,22.2,4,3375,2
2/6/2020,F40-C23             ,53.28,8,2241,2
2/6/2020,F40-C25             ,0,0,0,2
2/6/2020,F40-C32             ,53.28,8,2241,2
2/6/2020,F51-C15             ,52.32,8,2190,2
2/6/2020,F51-C22             ,52.32,8,2268,2
2/6/2020,F51-C30             ,0,0,0,2
2/6/2020,FCUST-C28           ,0,0,0,2
2/6/2020,FCUST-C29           ,20.5,3,525,2
2/6/2020,DECO-C24            ,73.7625,10,2175,1
2/6/2020,DECO-C35            ,73.7625,10,2175,1
2/6/2020,F10-C19             ,65.66,8,3218,1
2/6/2020,F10MTS-C20          ,0,0,0,1
2/6/2020,F10MTS-C27          ,65.66,8,3218,1
2/6/2020,F40-C23             ,62.16,8,2600,1
2/6/2020,F40-C25             ,0,0,0,1
2/6/2020,F40-C26             ,0,0,0,1
2/6/2020,F40-C26             ,53.28,8,2241,2
2/6/2020,F40-C32             ,62.16,8,2600,1
2/6/2020,F51-C15             ,0,0,0,1
2/6/2020,F51-C22             ,61.04,8,2631,1
2/6/2020,F51-C30             ,61.04,8,2631,1
2/6/2020,FCUST-C28           ,8.8,1,342,1
2/6/2020,FCUST-C29           ,23.9,3,609,1
2/6/2020,F170-C16            ,44.1,6,3497,1
2/6/2020,COM-DEN-43          ,8.7,1,165,1
2/6/2020,COM-DEN-43          ,7.5,1,150,2
2/7/2020,FL FUS X            ,2,1,22,1
2/7/2020,FL FUS X            ,0,0,0,2
2/7/2020,FL TRU              ,37.7,5,356,1
2/7/2020,FL TRU              ,0,0,0,2
2/7/2020,SL FUSION           ,50.8,5,1183,1
2/7/2020,SL FUSION           ,0,0,0,2
2/7/2020,SH2 LOCK            ,16.3,2,229,1
2/7/2020,SH2 LOCK            ,0,0,0,2
2/7/2020,ND LOCK             ,74,10,1575,1
2/7/2020,ND LOCK             ,0,0,0,2
2/7/2020,FL MA LOCK          ,5.9,1,140,1
2/7/2020,FL MA LOCK          ,0,0,0,2
2/7/2020,L LOCK              ,80.6,12,1348,1
2/7/2020,L LOCK              ,0,0,0,2
2/7/2020,FL FUS INC          ,27.9,3,551,1
2/7/2020,FL FUSION           ,18.6,2,628,1
2/7/2020,FL FUS INC          ,0,0,0,2
2/7/2020,FL FUSION           ,0,0,0,2
2/7/2020,AL LOCK             ,77.8,9,1539,1
2/7/2020,AL LOCK             ,0,0,0,2
2/7/2020,ADCOASSYC1          ,10.42,1,1000,1
2/7/2020,ADCOASSYC1          ,9,1,418,2
2/7/2020,A LOCK              ,17.4,2,246,1
2/7/2020,A LOCK              ,0,0,0,2
2/7/2020,BSLCK-C13           ,54.78,8,1838,2
2/7/2020,BSLCK-C17           ,41.085,6,1065,2
2/7/2020,FB-C21              ,91.65,13,1850,2
2/7/2020,FB-C37              ,0,0,0,2
2/7/2020,FG-C10              ,81.9,13,1103,2
2/7/2020,FG-C18              ,21.6,4,524,2
2/7/2020,FG-C188             ,0,0,0,2
2/7/2020,FGRIP-C11           ,0,0,0,2
2/7/2020,HIOC-C34            ,0,0,0,2
2/7/2020,FB-C21              ,106.925,13,2146,1
2/7/2020,FB-C37              ,0,0,0,1
2/7/2020,FG-C10              ,95.55,13,1279,1
2/7/2020,FG-C18              ,25.2,4,608,1
2/7/2020,FG-C188             ,15,0,0,1
2/7/2020,FGRIP-C11           ,93.45,12,1279,1
2/7/2020,HIOC-C34            ,15.925,2,138,1
2/7/2020,BSLCK-C13           ,63.91,8,2132,1
2/7/2020,BSLCK-C17           ,63.91,8,2132,1
2/7/2020,CONTROL-C2          ,50,6,461,1
2/7/2020,DENALI-C36          ,0,0,0,1
2/7/2020,DENALI-C39          ,134.8,14,1000,1
2/7/2020,NEXIA-C3            ,0,0,0,1
2/7/2020,TOUCH-C12           ,104.65,13,721,1
2/7/2020,TOUCH-C14           ,0,0,0,1
2/7/2020,CONNECTC31          ,62.1,9,713,2
2/7/2020,CONTROL-C2          ,42.75,6,398,2
2/7/2020,DENALI-C36          ,0,0,0,2
2/7/2020,DENALI-C39          ,0,0,0,2
2/7/2020,KPD-L-C7            ,62.775,9,570,2
2/7/2020,KPD-L-C8            ,62.775,9,668,2
2/7/2020,KPL-C4              ,74.25,11,743,2
2/7/2020,KPL-C6              ,0,0,0,2
2/7/2020,NEXIA-C3            ,0,0,0,2
2/7/2020,SENSE-C9            ,0,0,0,2
2/7/2020,TOUCH-C12           ,89.7,13,593,2
2/7/2020,TOUCH-C14           ,0,0,0,2
2/7/2020,ZIGBEE-C38          ,0,0,0,2
2/7/2020,CONNECTC31          ,74.025,9,827,1
2/7/2020,KPD-L-C7            ,73.2375,9,661,1
2/7/2020,KPD-L-C8            ,73.2375,9,748,1
2/7/2020,KPL-C4              ,86.625,11,861,1
2/7/2020,KPL-C6              ,86.625,11,861,1
2/7/2020,SENSE-C9            ,0,0,0,1
2/7/2020,ZIGBEE-C38          ,8.75,1,69,1
2/7/2020,NDE/LE LOC          ,12.4,2,105,1
2/7/2020,NDE/LE LOC          ,0,0,0,2
2/7/2020,ADCO-C1             ,68.5,8,239,1
2/7/2020,ADCO-C1             ,0,0,0,2
2/7/2020,DECO-C24            ,63.225,10,1875,2
2/7/2020,DECO-C35            ,0,0,0,2
2/7/2020,F10-C19             ,56.28,8,2774,2
2/7/2020,F10MTS-C20          ,56.28,8,2774,2
2/7/2020,F10MTS-C27          ,56.28,8,2774,2
2/7/2020,F170-C16            ,22.2,4,3375,2
2/7/2020,F40-C23             ,53.28,8,2241,2
2/7/2020,F40-C25             ,0,0,0,2
2/7/2020,F40-C32             ,53.28,8,2241,2
2/7/2020,F51-C15             ,52.32,8,2190,2
2/7/2020,F51-C22             ,52.32,8,2268,2
2/7/2020,F51-C30             ,0,0,0,2
2/7/2020,FCUST-C28           ,0,0,0,2
2/7/2020,FCUST-C29           ,20.5,3,525,2
2/7/2020,DECO-C24            ,73.7625,10,2175,1
2/7/2020,DECO-C35            ,73.7625,10,2175,1
2/7/2020,F10-C19             ,65.66,8,3218,1
2/7/2020,F10MTS-C20          ,0,0,0,1
2/7/2020,F10MTS-C27          ,65.66,8,3218,1
2/7/2020,F40-C23             ,62.16,8,2600,1
2/7/2020,F40-C25             ,0,0,0,1
2/7/2020,F40-C26             ,0,0,0,1
2/7/2020,F40-C26             ,53.28,8,2241,2
2/7/2020,F40-C32             ,62.16,8,2600,1
2/7/2020,F51-C15             ,0,0,0,1
2/7/2020,F51-C22             ,61.04,8,2631,1
2/7/2020,F51-C30             ,61.04,8,2631,1
2/7/2020,FCUST-C28           ,8.8,1,342,1
2/7/2020,FCUST-C29           ,23.9,3,609,1
2/7/2020,F170-C16            ,44.1,6,3497,1
2/7/2020,COM-DEN-43          ,8.7,1,165,1
2/7/2020,COM-DEN-43          ,7.5,1,150,2
2/10/2020,FL FUS X            ,2.7,1,30,1
2/10/2020,FL FUS X            ,0,0,0,2
2/10/2020,FL TRU              ,49.8,6,473,1
2/10/2020,FL TRU              ,0,0,0,2
2/10/2020,SL FUSION           ,49.8,5,1276,1
2/10/2020,SL FUSION           ,0,0,0,2
2/10/2020,SH2 LOCK            ,7.9,1,116,1
2/10/2020,SH2 LOCK            ,0,0,0,2
2/10/2020,ND LOCK             ,88.2,12,1897,1
2/10/2020,ND LOCK             ,0,0,0,2
2/10/2020,FL MA LOCK          ,6.1,1,134,1
2/10/2020,FL MA LOCK          ,0,0,0,2
2/10/2020,L LOCK              ,82,12,1351,1
2/10/2020,L LOCK              ,0,0,0,2
2/10/2020,FL FUS INC          ,28.44,3,533,1
2/10/2020,FL FUSION           ,18.96,2,663,1
2/10/2020,FL FUS INC          ,0,0,0,2
2/10/2020,FL FUSION           ,0,0,0,2
2/10/2020,AL LOCK             ,86.2,9,1561,1
2/10/2020,AL LOCK             ,0,0,0,2
2/10/2020,ADCOASSYC1          ,7.7,1,209,1
2/10/2020,ADCOASSYC1          ,6.56,1,129,2
2/10/2020,A LOCK              ,17.4,3,420,1
2/10/2020,A LOCK              ,0,0,0,2
2/10/2020,BSLCK-C13           ,54.78,8,1838,2
2/10/2020,BSLCK-C17           ,41.085,6,1065,2
2/10/2020,FB-C21              ,91.65,13,1850,2
2/10/2020,FB-C37              ,0,0,0,2
2/10/2020,FG-C10              ,81.9,13,1103,2
2/10/2020,FG-C18              ,0,0,0,2
2/10/2020,FG-C188             ,0,0,0,2
2/10/2020,FGRIP-C11           ,0,0,0,2
2/10/2020,HIOC-C34            ,0,0,0,2
2/10/2020,FB-C21              ,106.925,13,2146,1
2/10/2020,FB-C37              ,0,0,0,1
2/10/2020,FG-C10              ,95.55,13,1279,1
2/10/2020,FG-C18              ,25.2,4,608,1
2/10/2020,FG-C188             ,15,0,0,1
2/10/2020,FGRIP-C11           ,93.45,12,1279,1
2/10/2020,HIOC-C34            ,15.925,2,138,1
2/10/2020,BSLCK-C13           ,63.91,8,2132,1
2/10/2020,BSLCK-C17           ,63.91,8,2132,1
2/10/2020,CONTROL-C2          ,50,6,461,1
2/10/2020,DENALI-C36          ,0,0,0,1
2/10/2020,DENALI-C39          ,134.8,14,1000,1
2/10/2020,NEXIA-C3            ,0,0,0,1
2/10/2020,TOUCH-C12           ,104.65,13,721,1
2/10/2020,TOUCH-C14           ,0,0,0,1
2/10/2020,CONNECTC31          ,62.1,9,713,2
2/10/2020,CONTROL-C2          ,42.75,6,398,2
2/10/2020,DENALI-C36          ,0,0,0,2
2/10/2020,DENALI-C39          ,0,0,0,2
2/10/2020,KPD-L-C7            ,62.775,9,570,2
2/10/2020,KPD-L-C8            ,0,0,0,2
2/10/2020,KPL-C4              ,74.25,11,743,2
2/10/2020,KPL-C6              ,74.25,11,743,2
2/10/2020,NEXIA-C3            ,0,0,0,2
2/10/2020,SENSE-C9            ,0,0,0,2
2/10/2020,TOUCH-C12           ,89.7,13,593,2
2/10/2020,TOUCH-C14           ,0,0,0,2
2/10/2020,ZIGBEE-C38          ,0,0,0,2
2/10/2020,CONNECTC31          ,0,0,0,1
2/10/2020,KPD-L-C7            ,73.2375,9,661,1
2/10/2020,KPD-L-C8            ,73.2375,9,748,1
2/10/2020,KPL-C4              ,86.625,11,861,1
2/10/2020,KPL-C6              ,86.625,11,861,1
2/10/2020,SENSE-C9            ,74.8,9,625,1
2/10/2020,ZIGBEE-C38          ,8.75,1,69,1
2/10/2020,NDE/LE LOC          ,12,2,105,1
2/10/2020,NDE/LE LOC          ,0,0,0,2
2/10/2020,ADCO-C1             ,74.2,8,241,1
2/10/2020,ADCO-C1             ,0,0,0,2
2/10/2020,DECO-C24            ,63.225,10,1875,2
2/10/2020,DECO-C35            ,0,0,0,2
2/10/2020,F10-C19             ,56.28,8,2774,2
2/10/2020,F10MTS-C20          ,56.28,8,2774,2
2/10/2020,F10MTS-C27          ,56.28,8,2774,2
2/10/2020,F170-C16            ,22.2,4,3375,2
2/10/2020,F40-C23             ,53.28,8,2241,2
2/10/2020,F40-C25             ,0,0,0,2
2/10/2020,F40-C32             ,53.28,8,2241,2
2/10/2020,F51-C15             ,52.32,8,2190,2
2/10/2020,F51-C22             ,52.32,8,2268,2
2/10/2020,F51-C30             ,30,4,930,2
2/10/2020,FCUST-C28           ,0,0,0,2
2/10/2020,FCUST-C29           ,20.5,3,525,2
2/10/2020,DECO-C24            ,73.7625,10,2175,1
2/10/2020,DECO-C35            ,73.7625,10,2175,1
2/10/2020,F10-C19             ,65.66,8,3218,1
2/10/2020,F10MTS-C20          ,0,0,0,1
2/10/2020,F10MTS-C27          ,65.66,8,3218,1
2/10/2020,F40-C23             ,62.16,8,2600,1
2/10/2020,F40-C25             ,0,0,0,1
2/10/2020,F40-C26             ,0,0,0,1
2/10/2020,F40-C26             ,53.28,8,2241,2
2/10/2020,F40-C32             ,62.16,8,2600,1
2/10/2020,F51-C15             ,0,0,0,1
2/10/2020,F51-C22             ,61.04,8,2631,1
2/10/2020,F51-C30             ,35,4,1244,1
2/10/2020,FCUST-C28           ,8.8,1,342,1
2/10/2020,FCUST-C29           ,23.9,3,609,1
2/10/2020,F170-C16            ,44.1,6,3497,1
2/10/2020,COM-DEN-43          ,8.7,1,165,1
2/10/2020,COM-DEN-43          ,7.5,1,150,2
2/11/2020,FL FUS X            ,2.7,1,30,1
2/11/2020,FL FUS X            ,0,0,0,2
2/11/2020,FL TRU              ,49.8,6,473,1
2/11/2020,FL TRU              ,0,0,0,2
2/11/2020,SL FUSION           ,49.8,5,1276,1
2/11/2020,SL FUSION           ,0,0,0,2
2/11/2020,SH2 LOCK            ,7.9,1,116,1
2/11/2020,SH2 LOCK            ,0,0,0,2
2/11/2020,ND LOCK             ,88.2,12,1897,1
2/11/2020,ND LOCK             ,0,0,0,2
2/11/2020,FL MA LOCK          ,6.1,1,134,1
2/11/2020,FL MA LOCK          ,0,0,0,2
2/11/2020,L LOCK              ,82,12,1351,1
2/11/2020,L LOCK              ,0,0,0,2
2/11/2020,FL FUS INC          ,28.44,3,533,1
2/11/2020,FL FUSION           ,18.96,2,663,1
2/11/2020,FL FUS INC          ,0,0,0,2
2/11/2020,FL FUSION           ,0,0,0,2
2/11/2020,AL LOCK             ,86.2,9,1561,1
2/11/2020,AL LOCK             ,0,0,0,2
2/11/2020,ADCOASSYC1          ,7.7,1,209,1
2/11/2020,ADCOASSYC1          ,6.56,1,129,2
2/11/2020,A LOCK              ,17.4,3,420,1
2/11/2020,A LOCK              ,0,0,0,2
2/11/2020,BSLCK-C13           ,54.78,8,1838,2
2/11/2020,BSLCK-C17           ,41.085,6,1065,2
2/11/2020,FB-C21              ,91.65,13,1850,2
2/11/2020,FB-C37              ,0,0,0,2
2/11/2020,FG-C10              ,81.9,13,1103,2
2/11/2020,FG-C18              ,0,0,0,2
2/11/2020,FG-C188             ,0,0,0,2
2/11/2020,FGRIP-C11           ,0,0,0,2
2/11/2020,HIOC-C34            ,0,0,0,2
2/11/2020,FB-C21              ,106.925,13,2146,1
2/11/2020,FB-C37              ,0,0,0,1
2/11/2020,FG-C10              ,95.55,13,1279,1
2/11/2020,FG-C18              ,25.2,4,608,1
2/11/2020,FG-C188             ,15,0,0,1
2/11/2020,FGRIP-C11           ,93.45,12,1279,1
2/11/2020,HIOC-C34            ,15.925,2,138,1
2/11/2020,BSLCK-C13           ,63.91,8,2132,1
2/11/2020,BSLCK-C17           ,63.91,8,2132,1
2/11/2020,CONTROL-C2          ,50,6,461,1
2/11/2020,DENALI-C36          ,0,0,0,1
2/11/2020,DENALI-C39          ,134.8,14,1000,1
2/11/2020,NEXIA-C3            ,0,0,0,1
2/11/2020,TOUCH-C12           ,104.65,13,721,1
2/11/2020,TOUCH-C14           ,0,0,0,1
2/11/2020,CONNECTC31          ,62.1,9,713,2
2/11/2020,CONTROL-C2          ,42.75,6,398,2
2/11/2020,DENALI-C36          ,0,0,0,2
2/11/2020,DENALI-C39          ,0,0,0,2
2/11/2020,KPD-L-C7            ,62.775,9,570,2
2/11/2020,KPD-L-C8            ,0,0,0,2
2/11/2020,KPL-C4              ,74.25,11,743,2
2/11/2020,KPL-C6              ,74.25,11,743,2
2/11/2020,NEXIA-C3            ,0,0,0,2
2/11/2020,SENSE-C9            ,0,0,0,2
2/11/2020,TOUCH-C12           ,89.7,13,593,2
2/11/2020,TOUCH-C14           ,0,0,0,2
2/11/2020,ZIGBEE-C38          ,0,0,0,2
2/11/2020,CONNECTC31          ,0,0,0,1
2/11/2020,KPD-L-C7            ,73.2375,9,661,1
2/11/2020,KPD-L-C8            ,73.2375,9,748,1
2/11/2020,KPL-C4              ,86.625,11,861,1
2/11/2020,KPL-C6              ,86.625,11,861,1
2/11/2020,SENSE-C9            ,74.8,9,625,1
2/11/2020,ZIGBEE-C38          ,8.75,1,69,1
2/11/2020,NDE/LE LOC          ,12,2,105,1
2/11/2020,NDE/LE LOC          ,0,0,0,2
2/11/2020,ADCO-C1             ,74.2,8,241,1
2/11/2020,ADCO-C1             ,0,0,0,2
2/11/2020,DECO-C24            ,63.225,10,1875,2
2/11/2020,DECO-C35            ,0,0,0,2
2/11/2020,F10-C19             ,56.28,8,2774,2
2/11/2020,F10MTS-C20          ,56.28,8,2774,2
2/11/2020,F10MTS-C27          ,56.28,8,2774,2
2/11/2020,F170-C16            ,22.2,4,3375,2
2/11/2020,F40-C23             ,53.28,8,2241,2
2/11/2020,F40-C25             ,0,0,0,2
2/11/2020,F40-C32             ,53.28,8,2241,2
2/11/2020,F51-C15             ,52.32,8,2190,2
2/11/2020,F51-C22             ,52.32,8,2268,2
2/11/2020,F51-C30             ,30,4,930,2
2/11/2020,FCUST-C28           ,0,0,0,2
2/11/2020,FCUST-C29           ,20.5,3,525,2
2/11/2020,DECO-C24            ,73.7625,10,2175,1
2/11/2020,DECO-C35            ,73.7625,10,2175,1
2/11/2020,F10-C19             ,65.66,8,3218,1
2/11/2020,F10MTS-C20          ,0,0,0,1
2/11/2020,F10MTS-C27          ,65.66,8,3218,1
2/11/2020,F40-C23             ,62.16,8,2600,1
2/11/2020,F40-C25             ,0,0,0,1
2/11/2020,F40-C26             ,0,0,0,1
2/11/2020,F40-C26             ,53.28,8,2241,2
2/11/2020,F40-C32             ,62.16,8,2600,1
2/11/2020,F51-C15             ,0,0,0,1
2/11/2020,F51-C22             ,61.04,8,2631,1
2/11/2020,F51-C30             ,35,4,1244,1
2/11/2020,FCUST-C28           ,8.8,1,342,1
2/11/2020,FCUST-C29           ,23.9,3,609,1
2/11/2020,F170-C16            ,44.1,6,3497,1
2/11/2020,COM-DEN-43          ,8.7,1,165,1
2/11/2020,COM-DEN-43          ,7.5,1,150,2
2/12/2020,FL FUS X            ,2.7,1,30,1
2/12/2020,FL FUS X            ,0,0,0,2
2/12/2020,FL TRU              ,49.8,6,473,1
2/12/2020,FL TRU              ,0,0,0,2
2/12/2020,SL FUSION           ,49.8,5,1276,1
2/12/2020,SL FUSION           ,0,0,0,2
2/12/2020,SH2 LOCK            ,7.9,1,116,1
2/12/2020,SH2 LOCK            ,0,0,0,2
2/12/2020,ND LOCK             ,88.2,12,1897,1
2/12/2020,ND LOCK             ,0,0,0,2
2/12/2020,FL MA LOCK          ,6.1,1,134,1
2/12/2020,FL MA LOCK          ,0,0,0,2
2/12/2020,L LOCK              ,82,12,1351,1
2/12/2020,L LOCK              ,0,0,0,2
2/12/2020,FL FUS INC          ,28.44,3,533,1
2/12/2020,FL FUSION           ,18.96,2,663,1
2/12/2020,FL FUS INC          ,0,0,0,2
2/12/2020,FL FUSION           ,0,0,0,2
2/12/2020,AL LOCK             ,86.2,9,1561,1
2/12/2020,AL LOCK             ,0,0,0,2
2/12/2020,ADCOASSYC1          ,7.7,1,209,1
2/12/2020,ADCOASSYC1          ,6.56,1,129,2
2/12/2020,A LOCK              ,17.4,3,420,1
2/12/2020,A LOCK              ,0,0,0,2
2/12/2020,BSLCK-C13           ,54.78,8,1838,2
2/12/2020,BSLCK-C17           ,41.085,6,1065,2
2/12/2020,FB-C21              ,91.65,13,1850,2
2/12/2020,FB-C37              ,0,0,0,2
2/12/2020,FG-C10              ,81.9,13,1103,2
2/12/2020,FG-C18              ,0,0,0,2
2/12/2020,FG-C188             ,0,0,0,2
2/12/2020,FGRIP-C11           ,0,0,0,2
2/12/2020,HIOC-C34            ,0,0,0,2
2/12/2020,FB-C21              ,106.925,13,2146,1
2/12/2020,FB-C37              ,0,0,0,1
2/12/2020,FG-C10              ,95.55,13,1279,1
2/12/2020,FG-C18              ,25.2,4,608,1
2/12/2020,FG-C188             ,15,0,0,1
2/12/2020,FGRIP-C11           ,93.45,12,1279,1
2/12/2020,HIOC-C34            ,15.925,2,138,1
2/12/2020,BSLCK-C13           ,63.91,8,2132,1
2/12/2020,BSLCK-C17           ,63.91,8,2132,1
2/12/2020,CONTROL-C2          ,50,6,461,1
2/12/2020,DENALI-C36          ,0,0,0,1
2/12/2020,DENALI-C39          ,134.8,14,1000,1
2/12/2020,NEXIA-C3            ,0,0,0,1
2/12/2020,TOUCH-C12           ,104.65,13,721,1
2/12/2020,TOUCH-C14           ,0,0,0,1
2/12/2020,CONNECTC31          ,62.1,9,713,2
2/12/2020,CONTROL-C2          ,42.75,6,398,2
2/12/2020,DENALI-C36          ,0,0,0,2
2/12/2020,DENALI-C39          ,0,0,0,2
2/12/2020,KPD-L-C7            ,62.775,9,570,2
2/12/2020,KPD-L-C8            ,0,0,0,2
2/12/2020,KPL-C4              ,74.25,11,743,2
2/12/2020,KPL-C6              ,74.25,11,743,2
2/12/2020,NEXIA-C3            ,0,0,0,2
2/12/2020,SENSE-C9            ,0,0,0,2
2/12/2020,TOUCH-C12           ,89.7,13,593,2
2/12/2020,TOUCH-C14           ,0,0,0,2
2/12/2020,ZIGBEE-C38          ,0,0,0,2
2/12/2020,CONNECTC31          ,0,0,0,1
2/12/2020,KPD-L-C7            ,73.2375,9,661,1
2/12/2020,KPD-L-C8            ,73.2375,9,748,1
2/12/2020,KPL-C4              ,86.625,11,861,1
2/12/2020,KPL-C6              ,86.625,11,861,1
2/12/2020,SENSE-C9            ,74.8,9,625,1
2/12/2020,ZIGBEE-C38          ,8.75,1,69,1
2/12/2020,NDE/LE LOC          ,12,2,105,1
2/12/2020,NDE/LE LOC          ,0,0,0,2
